"id","Numéro_questionnaire","Q20_ann_occup","Q11_prof_ville","Ressaltint","Ressaltext","Q11_boiss_bout","Q11_boiss_pluie","Q11_boiss_puits","Q11_boiss_autre","Q11_cafe_bout","Q11_cafe_pluie","Q11_cafe_puits","Q11_cafe_autre","Q11_repas_bout","Q11_repas_pluie","Q11_repas_puits","Q11_repas_autre","Q11_vaiss_bout","Q11_vaiss_pluie","Q11_vaiss_puits","Q11_vaiss_autre","Q11_hyg_bout","Q11_hyg_pluie","Q11_hyg_puits","Q11_hyg_autre","Q11_linge_bout","Q11_linge_pluie","Q11_linge_puits","Q11_linge_autre","Q11_nett_bout","Q11_nett_pluie","Q11_nett_puits","Q11_nett_autre","Q11_WC_bout","Q11_WC_pluie","Q11_WC_puits","Q11_WC_autre","Q11_jard_bout","Q11_jard_pluie","Q11_jard_puits","Q11_jard_autre","Q11_voit_bout","Q11_voit_pluie","Q11_voit_puits","Q11_voit_autre","Q11_ext_bout","Q11_ext_pluie","Q11_ext_puits","Q11_ext_autre","Q11_pisc_bout","Q11_pisc_pluie","Q11_pisc_puits","Q11_pisc_autre","Pondérationprov","Pondérationage","Pondérationstatut","Pondérationstatgeo","Pondérationstatgeocorr","POIDS_GeoStatAgePers1","POIDS_Geo_Stat_AgeP1_AgeL","PondArrEvol","Q1_uti_eau","Q1_conso_eau","Consoeauverif","Diffconseau","PCWC","PCWCTm1only","Q29_cit","CP","Code_postal","Commune","Arr","Arr_group","Province","Distributeur","Q14_stat_occup","Q15_type_log","Q15_autre_type_log","Q17_ann_constr","PeriodeConstr_6classes","PeriodeConstr_Simulateur","Q16_superf_hab","Q16_superf_hab_COR","Q16_superf_hab_COR_CAT","Superf_hab_Nb_Decile","Superf_hab_MoyenneDeDecile","Q16_superf_hab_CATEG","Q18_0_cuis","Q18_1_cuis","Q18_2_cuis","Q18_3plus_cuis","Nb_cuisines","Q18_0_sal","Q18_1_sal","Q18_2_sal","Q18_3plus_sal","Nb_salons","Q18_0_cham","Q18_1_cham","Q18_2_cham","Q18_3plus_cham","Nb_chambres","Q18_0_sdb","Q18_1_sdb","Q18_2_sdb","Q18_3plus_sdb","Nb_SDB","Q18_0_toil","Q18_1_toil","Q18_2_toil","Q18_3plus_toil","Nb_WC","Q11_pisc_ville","Q24_pisc_perm_pres","Q24_pisc_perm_rempl","Q24_pisc_temp_pres","Q24_pisc_temp_rempl","Q11_jard_ville","Q24_cit_pres","Q24_cit_rempl","Puits","Q23_vais_pres","Q23_vais_rempl","Q23_lav_pres","Q23_lav_rempl","Q24_baig_pres","Q24_baig_rempl","Q24_dou_pres","Q24_dou_rempl","Q24_pom_pres","Q24_pom_rempl","Q24_wc_pres","Q24_wc_rempl","Q24_toi_sech_pres","Q24_toi_sech_rempl","NB_PERS_14plus","NB_PERS_moins14","EQUIVAL_ADULTE","NB_PERS","Tmtot","Tmstdard","Q26_pers1_occ","Q26_pers2_occ","Q26_pers3_occ","Q26_pers4_occ","Q26_pers5_occ","Q26_pers6_occ","Q26_pers7_occ","Q26_pers8_occ","Q26_pers9_occ","Q26p1occ","Q26p2occ","Q26p3occ","Q26p4occ","Q26p5occ","Q26p6occ","Q26p7occ","Q26p8occ","Q26p9occ","Q27_inocc","PrésenceDansLog","PrésenceDansLogSemain","Q28_rev","Q26_pers1_naiss","Q26_pers2_naiss","Q26_pers3_naiss","Q26_pers4_naiss","Q26_pers5_naiss","Q26_pers6_naiss","Q26_pers7_naiss","Q26_pers8_naiss","Q26_pers9_naiss","AgeP1","AgeP1_5classes","Q26_pers1_sexe","Q26_pers2_sexe","Q26_pers3_sexe","Q26_pers4_sexe","Q26_pers5_sexe","Q26_pers6_sexe","Q26_pers7_sexe","Q26_pers8_sexe","Q26_pers9_sexe","Q26_pers1_act","Q26_pers2_act","Q26_pers3_act","Q26_pers4_act","Q26_pers5_act","Q26_pers6_act","Q26_pers7_act","Q26_pers8_act","Q26_pers9_act","Q26_pers1_inact","Q26_pers2_inact","Q26_pers3_inact","Q26_pers4_inact","Q26_pers5_inact","Q26_pers6_inact","Q26_pers7_inact","Q26_pers8_inact","Q26_pers9_inact","Q26_pers1_dipl","Q26_pers2_dipl","Q26_pers3_dipl","Q26_pers4_dipl","Q26_pers5_dipl","Q26_pers6_dipl","Q26_pers7_dipl","Q26_pers8_dipl","Q26_pers9_dipl","Dipl_P1_6classes","Q8_fd_eau","Q8_pas_aide","Q10_probl_fact_eau","TauxEffortHydrique","TEH2","TEH3","Q12_conf_eau","Q13_param_eau","Q7_paye_eau","Q7_paye_charg_loc","Q7_eau_1mois","Q7_eau_2mois","Q7_eau_3mois","Q7_eau_6mois","Q7_eau_1an","Factureeau1an","Factureeaucalculée","Q7_charges_1mois","Q7_charges_2mois","Q7_charges_3mois","Q7_charges_6mois","Q7_charges_1an","Q9_compt_budg_eau","Q9_lim_eau","Q9_neant"
2530,20380,1985,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",0.7319,0.6851,0.7775,0.554,0.554,0.555895,0.500305,1.0732,"Oui",164,164,0,112.328767,112.328767,"Non",1348,1348,"OTTIGNIES-LOUVAIN-LA-NEUVE","Nivelles","Nivelles","Brabant Wallon","IECBW","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison mitoyenne (2 façades)",NA,"Entre 1981 et 1990","Entre 1971 et 1990","de 83 à 88",140,140,"Entre 101 et 150 m2","Entre 131 et 150 m2",146,"131 à 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Oui","Non","Non","""Non""","Oui","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Non",4,0,2.5,4,4,4,"Toute la semaine","Toute la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,12,0.769231,1,"Entre 1500 et 1999 €/mois",1951,1989,1995,2000,NA,NA,NA,NA,NA,64,"De 55 à 64 ans","Féminin","Masculin","Masculin","Féminin",NA,NA,NA,NA,NA,"Fonctionnaire / Enseignant","Sans emploi rémunéré","Sans emploi rémunéré","Sans emploi rémunéré",NA,NA,NA,NA,NA,"Non concerné","Etudiant/Elève","Etudiant/Elève","Etudiant/Elève",NA,NA,NA,NA,NA,"Supérieur non universitaire","Universitaire","Supérieur non universitaire","Secondaire supérieur général (6ème secondaire)",NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Non","Non, j'ai toujours pu payer ma facture à temps",3.297458,"Oui","Oui","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,171,NA,NA,684,692.4662,NA,NA,NA,NA,NA,"Non","Non","Oui"
2531,25462,1994,"Non","Non","oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",1.0934,0.8195,0.7775,0.8108,0.8108,0.813573,0.911202,0.8676,"Oui",63,63.17,-0.17,86.534247,86.534247,"Non",4470,4470,"SAINT-GEORGES-SUR-MEUSE","Waremme","Huy/Waremme","Liège","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison mitoyenne (2 façades)",NA,"Entre 1919 et 1945","Entre 1919 et 1945","Avant 1975",200,200,"Entre 151 et 200 m2","Entre 176 et 200 m2",193,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Oui","Non","""Non""","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non",2,0,1.5,2,2,2,"Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,1,1,"Entre 1000 et 1499 €/mois",1956,1956,NA,NA,NA,NA,NA,NA,NA,59,"De 55 à 64 ans","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,"Aucune des catégories précitées","Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,NA,"(Pré)pensionné","Femme/homme au foyer",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Professionnel",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Non","Non, j'ai toujours pu payer ma facture à temps",2.046695,"Oui","Non","Plutôt confiant","trop de calcaire et parfois mauvais gout , lors de réparation présence de rouille","Tous les 3 mois","Pas usager",NA,NA,77,NA,NA,308,307.004276,NA,NA,NA,NA,NA,"Non","Non","Oui"
2532,17133,2013,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",1.0934,0.6851,0.7775,0.8108,0.8108,0.813573,0.584959,0.8676,"Oui",36,39.54,-3.54,94.198928,108.328767,"Non",4260,4260,"BRAIVES","Waremme","Huy/Waremme","Liège","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison 4 façades",NA,"Entre 2001 et 2005","Après 2000","Après 2000",220,220,"Entre 201 et 250 m2","Entre 201 et 400 m2",262,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Non","Non","Non","Non","Non","Oui","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non",2,0,1.5,2,2,1.15,"Moins de la moitié de la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,0.15,1,0,0,0,0,0,0,0,3,0.942308,1,"Entre 4500 et 4999 €/mois",1955,1952,NA,NA,NA,NA,NA,NA,NA,60,"De 55 à 64 ans","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,"Fonctionnaire / Enseignant","Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,NA,"Non concerné","(Pré)pensionné",NA,NA,NA,NA,NA,NA,NA,"Universitaire","Supérieur non universitaire",NA,NA,NA,NA,NA,NA,NA,"Universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.346241,"Non","Non","Plutôt confiant","la présence de nitrate","Tous les 3 mois","Pas usager",NA,NA,0,NA,NA,NA,197.357531,NA,NA,NA,NA,NA,"Non","Non","Oui"
2533,27808,1986,"Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0934,0.8195,0.7775,0.8108,0.8108,0.813573,0.911202,1.2639,"Oui",130,125.28,4.72,159.643198,171.616438,"Non",4960,4960,"MALMEDY","Verviers","Verviers","Liège","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison mitoyenne (2 façades)",NA,"Entre 1919 et 1945","Entre 1919 et 1945","Avant 1975",353,353,"Plus de 250 m2","Entre 201 et 400 m2",262,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Non","Oui","Non",2,"Non","Non","Non","Oui",3,"Non","Non","Non","Non","Non","Oui","Non","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non",3,0,2,3,3,2.15,"Toute la semaine","Toute la semaine","Moins de la moitié de la semaine",NA,NA,NA,NA,NA,NA,1,1,0.15,0,0,0,0,0,0,6,0.884615,1,"5000 ou plus €/mois",1957,1957,1986,NA,NA,NA,NA,NA,NA,58,"De 55 à 64 ans","Masculin","Féminin","Masculin",NA,NA,NA,NA,NA,NA,"Indépendant","Fonctionnaire / Enseignant","Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,"Non concerné","Non concerné","Etudiant/Elève",NA,NA,NA,NA,NA,NA,"Universitaire","Universitaire","Universitaire",NA,NA,NA,NA,NA,NA,"Universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.992007,"Non","Non","Plutôt confiant","dureté, ph, pesticides, nitrates","Tous les 3 mois","Pas usager",NA,NA,144,NA,NA,576,595.203992,NA,NA,NA,NA,NA,"Non","Non","Oui"
2534,10488,1989,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0726,0.8195,0.7775,0.7787,0.7787,0.781363,0.875127,0.8974,"Oui",NA,136.88,NA,125.004566,125.004566,"Non",5310,5310,"EGHEZEE","Namur","Namur","Namur","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison 4 façades",NA,"Entre 1919 et 1945","Entre 1919 et 1945","Avant 1975",140,140,"Entre 101 et 150 m2","Entre 131 et 150 m2",146,"131 à 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Non","Oui","Non",2,"Non","Non","Oui","Non",2,"Oui","Non","Non","Oui","Non","Oui","Non","Non","""Non""","Oui","Non","Oui","Non","Oui","Oui","Oui","Non","Oui","Non","Oui","Non","Non","Non",3,0,2,3,3,3,"Toute la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,2,0.961538,1,"5000 ou plus €/mois",1960,1961,1992,NA,NA,NA,NA,NA,NA,55,"De 55 à 64 ans","Masculin","Féminin","Féminin",NA,NA,NA,NA,NA,NA,"Cadre","Profession libérale (médecin, avocat, etc.)","Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,"Non concerné","Non concerné","Etudiant/Elève",NA,NA,NA,NA,NA,NA,"Universitaire","Supérieur non universitaire","Secondaire supérieur général (6ème secondaire)",NA,NA,NA,NA,NA,NA,"Universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",1.081716,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,165,NA,NA,660,649.029732,NA,NA,NA,NA,NA,"Non","Non","Oui"
2535,684,1988,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0934,0.4678,0.7775,0.8108,0.474318,0.565347,0.508812,0.9958,"Oui",59,59,0,80.821918,80.821918,"Non",4170,4170,"COMBLAIN-AU-PONT","Liège","Liège","Liège","CILE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison 4 façades",NA,"Entre 1971 et 1980","Entre 1971 et 1990","de 78 à 82",73,73,"Entre 71 et 100 m2","Entre 65 et 80 m2",76,"de 65 à 80 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Non","Non","""Non""","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non",2,0,1.5,2,2,2,"Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,1,1,"Entre 2500 et 2999 €/mois",1950,1949,NA,NA,NA,NA,NA,NA,NA,65,"65 ans ou plus","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,"Aucune des catégories précitées","Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,NA,"(Pré)pensionné","(Pré)pensionné",NA,NA,NA,NA,NA,NA,NA,"Professionnel","Professionnel",NA,NA,NA,NA,NA,NA,NA,"Professionnel/Technique","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.875094,"Non","Non","Confiant",NA,"Par an","Pas usager",NA,NA,NA,NA,291,291,288.780994,NA,NA,NA,NA,NA,"Non","Non","Oui"
2536,14656,2005,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0934,1.0988,0.7775,0.8108,0.955122,1.153533,0.82939,0.9958,"Oui",55,40,15,54.794521,54.794521,"Non",4420,4420,"SAINT-NICOLAS","Liège","Liège","Liège","CILE","Propriétaire qui rembourse un crédit hypothécaire","Maison jumelée (3 façades)",NA,"Entre 1991 et 2000","Entre 1991 et 2000","de 89 à 2000",110,110,"Entre 101 et 150 m2","Entre 101 et 120 m2",115,"101 à 130 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Non","Non","""Non""","Oui","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non",2,0,1.5,2,2,2,"Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,4,0.923077,1,"Entre 3500 et 3999 €/mois",1972,1986,NA,NA,NA,NA,NA,NA,NA,43,"De 35 à 44 ans","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,"Fonctionnaire / Enseignant","Fonctionnaire / Enseignant",NA,NA,NA,NA,NA,NA,NA,"Non concerné","Non concerné",NA,NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)","Supérieur non universitaire",NA,NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.445075,"Non","Non","Plutôt confiant",NA,"Tous les 2 mois","Pas usager",NA,50,NA,NA,NA,300,200.28382,NA,NA,NA,NA,NA,"Non","Non","Oui"
2537,1840,1968,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0621,0.6483,0.7775,0.802,0.802,0.559211,0.564243,0.65,"Oui",24,25.02,-1.02,34.273973,34.273973,"Non",7540,7540,"TOURNAI","Tournai","Ath/Mouscron/Tournai","Hainaut","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison 4 façades",NA,"Entre 1946 et 1970","Entre 1946 et 1970","Avant 1975",120,120,"Entre 101 et 150 m2","Entre 101 et 120 m2",115,"101 à 130 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Oui","Oui","Non","""Non""","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non",2,0,1.5,2,2,2,"Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,10,0.807692,1,"Entre 1000 et 1499 €/mois",1937,1941,NA,NA,NA,NA,NA,NA,NA,78,"65 ans ou plus","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,"Aucune des catégories précitées","Sans emploi rémunéré",NA,NA,NA,NA,NA,NA,NA,"(Pré)pensionné","Femme/homme au foyer",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Secondaire inférieur (3ème secondaire)",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.974062,"Non","Non","Confiant",NA,"Par an","Pas usager",NA,NA,NA,NA,133,133,146.109287,NA,NA,NA,NA,NA,"Non","Non","Oui"
2538,27064,1989,"Non","Non","oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",1.0934,0.4678,0.7775,0.8108,0.474318,0.565347,0.570435,0.9138,"Oui",47,50.1,-3.1,68.630137,68.630137,"Non",4190,4190,"FERRIERES","Huy","Huy/Waremme","Liège","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison 4 façades",NA,"Entre 1946 et 1970","Entre 1946 et 1970","Avant 1975",100,100,"Entre 71 et 100 m2","Entre 91 et 100 m2",99,"de 81 à 100 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Oui","Non","Non","Non",0,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Non","Non","""Non""","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non",2,0,1.5,2,2,2,"Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,1,1,"Entre 3000 et 3499 €/mois",1946,1954,NA,NA,NA,NA,NA,NA,NA,69,"65 ans ou plus","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,"Aucune des catégories précitées","Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,NA,"(Pré)pensionné","(Pré)pensionné",NA,NA,NA,NA,NA,NA,NA,"Technique","Secondaire inférieur (3ème secondaire)",NA,NA,NA,NA,NA,NA,NA,"Professionnel/Technique","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.631686,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,0,NA,NA,NA,246.357515,NA,NA,NA,NA,NA,"Non","Non","Oui"
2539,5492,1965,"Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",1.0621,0.7566,0.7775,0.802,0.802,0.559211,0.780099,1.2527,"Oui",35,35.23,-0.23,48.260274,48.260274,"Non",7080,7080,"FRAMERIES","Mons","Mons","Hainaut","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison 4 façades",NA,"Entre 1875 et 1918","Avant 1919","Avant 1975",100,100,"Entre 71 et 100 m2","Entre 91 et 100 m2",99,"de 81 à 100 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Oui","Non","""Non""","Non","Non","Oui","Oui","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non",2,0,1.5,2,2,2,"Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,1,1,"Entre 2000 et 2499 €/mois",1935,1940,NA,NA,NA,NA,NA,NA,NA,80,"65 ans ou plus","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,"Aucune des catégories précitées","Sans emploi rémunéré",NA,NA,NA,NA,NA,NA,NA,"(Pré)pensionné","Femme/homme au foyer",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Professionnel",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.656883,"Non","Non","Méfiant","sédiments","Tous les 3 mois","Pas usager",NA,NA,195,NA,NA,780,177.358485,NA,NA,NA,NA,NA,"Non","Non","Oui"
2540,4198,2009,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0621,0.6851,0.7775,0.802,0.802,0.804743,0.811986,0.8909,"Oui",56,84.42,-28.42,231.287671,231.287671,"Non",6060,6060,"CHARLEROI","Charleroi","Charleroi","Hainaut","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison mitoyenne (2 façades)",NA,"Entre 1946 et 1970","Entre 1946 et 1970","Avant 1975",100,100,"Entre 71 et 100 m2","Entre 91 et 100 m2",99,"de 81 à 100 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Non","Non","""Non""","Oui","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non",1,0,1,1,1,1,"Toute la semaine",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,4,0.923077,1,"Entre 250 et 499 €/mois",1952,NA,NA,NA,NA,NA,NA,NA,NA,63,"De 55 à 64 ans","Féminin",NA,NA,NA,NA,NA,NA,NA,NA,"Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,NA,NA,"Autre",NA,NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire",NA,NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Non","Non, j'ai toujours pu payer ma facture à temps",9.013499,"Oui","Oui","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,99,NA,NA,396,405.607463,NA,NA,NA,NA,NA,"Non","Non","Oui"
